tripid,stationid,city,truckid,truck,date,wastetons
24306,83,Sao Paulo,229,Volvo,2019-03-11,31.69
24305,83,Sao Paulo,229,Volvo,2019-03-11,33.38
24304,19,Sao Paulo,238,Scania,2019-03-11,38.00
24303,19,Sao Paulo,230,Scania,2019-03-11,39.18
24302,83,Sao Paulo,229,Volvo,2019-03-11,41.87
24301,19,Sao Paulo,230,Scania,2019-03-11,33.94
24300,19,Sao Paulo,232,Scania,2019-03-11,34.61
24299,19,Sao Paulo,232,Scania,2019-03-11,36.08
24298,21,Sao Paulo,240,Scania,2019-03-11,36.62
24297,19,Sao Paulo,233,Volvo,2019-03-11,30.04
24296,83,Sao Paulo,217,Volvo,2019-03-11,40.25
24295,19,Sao Paulo,232,Scania,2019-03-11,44.75
24293,21,Sao Paulo,240,Scania,2019-03-11,37.17
24292,21,Sao Paulo,244,Scania,2019-03-11,30.99
24291,19,Sao Paulo,230,Scania,2019-03-11,41.43
24290,21,Sao Paulo,240,Scania,2019-03-11,39.42
24289,19,Sao Paulo,233,Volvo,2019-03-11,34.14
24288,19,Sao Paulo,232,Scania,2019-03-11,35.16
24287,19,Sao Paulo,233,Volvo,2019-03-11,38.61
24286,21,Sao Paulo,245,Volvo,2019-03-11,35.94
24285,19,Sao Paulo,232,Scania,2019-03-11,36.96
24284,21,Sao Paulo,245,Volvo,2019-03-11,37.34
24283,19,Sao Paulo,238,Scania,2019-03-11,36.17
24282,19,Sao Paulo,232,Scania,2019-03-11,39.59
24281,83,Sao Paulo,229,Volvo,2019-03-11,44.45
24280,19,Sao Paulo,230,Scania,2019-03-11,38.21
24279,19,Sao Paulo,232,Scania,2019-03-11,33.41
24278,83,Sao Paulo,229,Volvo,2019-03-11,39.39
24277,21,Sao Paulo,246,Scania,2019-03-11,31.28
24276,19,Sao Paulo,238,Scania,2019-03-11,44.16
24275,83,Sao Paulo,229,Volvo,2019-03-11,37.81
24274,21,Sao Paulo,240,Scania,2019-03-11,36.91
24273,19,Sao Paulo,230,Scania,2019-03-11,31.32
24272,21,Sao Paulo,246,Scania,2019-03-11,39.47
24271,83,Sao Paulo,229,Volvo,2019-03-11,44.34
24270,19,Sao Paulo,230,Scania,2019-03-11,34.20
24269,19,Sao Paulo,238,Scania,2019-03-11,44.36
24268,83,Sao Paulo,217,Volvo,2019-03-11,41.91
24267,19,Sao Paulo,230,Scania,2019-03-11,40.32
24266,21,Sao Paulo,240,Scania,2019-03-11,35.61
24265,19,Sao Paulo,232,Scania,2019-03-11,36.49
24264,83,Sao Paulo,217,Volvo,2019-03-11,36.00
24263,21,Sao Paulo,246,Scania,2019-03-11,42.58
24262,21,Sao Paulo,246,Scania,2019-03-11,33.44
24261,83,Sao Paulo,229,Volvo,2019-03-11,44.57
24260,19,Sao Paulo,232,Scania,2019-03-11,35.37
24259,21,Sao Paulo,244,Scania,2019-03-11,33.89
24258,83,Sao Paulo,217,Volvo,2019-03-11,37.97
24257,19,Sao Paulo,238,Scania,2019-03-11,41.12
24256,21,Sao Paulo,246,Scania,2019-03-11,33.58
24255,83,Sao Paulo,229,Volvo,2019-03-11,39.05
24254,19,Sao Paulo,230,Scania,2019-03-11,33.41
24253,83,Sao Paulo,217,Volvo,2019-03-11,36.99
24252,19,Sao Paulo,230,Scania,2019-03-11,31.29
24251,83,Sao Paulo,229,Volvo,2019-03-11,44.90
24250,19,Sao Paulo,233,Volvo,2019-03-11,40.91
24249,21,Sao Paulo,240,Scania,2019-03-11,32.12
24248,19,Sao Paulo,230,Scania,2019-03-11,31.84
24247,21,Sao Paulo,240,Scania,2019-03-11,39.67
24246,21,Sao Paulo,246,Scania,2019-03-11,32.42
24245,83,Sao Paulo,229,Volvo,2019-03-11,39.23
24244,21,Sao Paulo,240,Scania,2019-03-11,44.77
24243,19,Sao Paulo,238,Scania,2019-03-11,40.95
24242,21,Sao Paulo,245,Volvo,2019-03-11,40.46
24241,21,Sao Paulo,246,Scania,2019-03-11,40.15
24240,83,Sao Paulo,217,Volvo,2019-03-11,41.50
24239,21,Sao Paulo,244,Scania,2019-03-11,32.59
24238,21,Sao Paulo,244,Scania,2019-03-11,35.33
24237,19,Sao Paulo,230,Scania,2019-03-11,32.11
24236,21,Sao Paulo,245,Volvo,2019-03-11,41.54
24235,83,Sao Paulo,217,Volvo,2019-03-11,33.23
24234,47,Salvador,170,Scania,2019-03-11,35.47
24233,47,Salvador,170,Scania,2019-03-11,36.42
24232,81,Salvador,194,Scania,2019-03-11,44.67
24231,81,Salvador,194,Scania,2019-03-11,30.86
24230,48,Salvador,182,Scania,2019-03-11,36.88
24229,82,Salvador,213,Volvo,2019-03-11,38.89
24228,82,Salvador,211,Volvo,2019-03-11,43.32
24227,47,Salvador,178,Scania,2019-03-11,44.02
24226,47,Salvador,178,Scania,2019-03-11,41.56
24225,47,Salvador,179,Volvo,2019-03-11,41.87
24224,81,Salvador,194,Scania,2019-03-11,40.66
24223,47,Salvador,170,Scania,2019-03-11,35.67
24222,47,Salvador,179,Volvo,2019-03-11,31.37
24221,47,Salvador,170,Scania,2019-03-11,40.29
24220,48,Salvador,189,Volvo,2019-03-11,34.52
24219,82,Salvador,213,Volvo,2019-03-11,37.98
24218,48,Salvador,189,Volvo,2019-03-11,32.23
24217,47,Salvador,170,Scania,2019-03-11,41.55
24216,82,Salvador,211,Volvo,2019-03-11,44.88
24215,48,Salvador,184,Scania,2019-03-11,37.62
24214,82,Salvador,213,Volvo,2019-03-11,36.89
24213,48,Salvador,189,Volvo,2019-03-11,33.91
24212,47,Salvador,178,Scania,2019-03-11,36.14
24211,48,Salvador,189,Volvo,2019-03-11,43.67
24210,82,Salvador,211,Volvo,2019-03-11,43.46
24209,81,Salvador,192,Scania,2019-03-11,30.27
24208,82,Salvador,211,Volvo,2019-03-11,38.41
24207,47,Salvador,178,Scania,2019-03-11,38.05
24206,47,Salvador,170,Scania,2019-03-11,31.99
24205,81,Salvador,198,Scania,2019-03-11,35.06
24204,82,Salvador,213,Volvo,2019-03-11,32.21
24203,81,Salvador,192,Scania,2019-03-11,44.84
24202,81,Salvador,191,Volvo,2019-03-11,35.21
24201,81,Salvador,192,Scania,2019-03-11,35.02
24200,81,Salvador,191,Volvo,2019-03-11,41.27
24199,81,Salvador,194,Scania,2019-03-11,42.99
24198,47,Salvador,178,Scania,2019-03-11,39.43
24197,47,Salvador,179,Volvo,2019-03-11,35.97
24196,82,Salvador,213,Volvo,2019-03-11,39.83
24195,82,Salvador,213,Volvo,2019-03-11,37.52
24194,47,Salvador,178,Scania,2019-03-11,40.60
24193,82,Salvador,213,Volvo,2019-03-11,33.43
24192,81,Salvador,198,Scania,2019-03-11,33.91
24191,81,Salvador,191,Volvo,2019-03-11,40.94
24190,82,Salvador,213,Volvo,2019-03-11,43.10
24189,47,Salvador,170,Scania,2019-03-11,39.00
24188,48,Salvador,189,Volvo,2019-03-11,42.40
24187,47,Salvador,170,Scania,2019-03-11,33.33
24186,47,Salvador,179,Volvo,2019-03-11,32.89
24185,48,Salvador,182,Scania,2019-03-11,40.78
24184,81,Salvador,191,Volvo,2019-03-11,40.44
24183,81,Salvador,191,Volvo,2019-03-11,35.90
24182,48,Salvador,184,Scania,2019-03-11,31.07
24181,81,Salvador,191,Volvo,2019-03-11,30.65
24180,82,Salvador,213,Volvo,2019-03-11,41.56
24179,81,Salvador,192,Scania,2019-03-11,34.27
24178,81,Salvador,198,Scania,2019-03-11,30.46
24177,47,Salvador,179,Volvo,2019-03-11,40.35
24176,81,Salvador,192,Scania,2019-03-11,44.17
24175,82,Salvador,213,Volvo,2019-03-11,43.76
24174,81,Salvador,191,Volvo,2019-03-11,36.04
24173,81,Salvador,191,Volvo,2019-03-11,35.72
24172,48,Salvador,184,Scania,2019-03-11,33.10
24171,47,Salvador,178,Scania,2019-03-11,43.89
24170,81,Salvador,198,Scania,2019-03-11,40.29
24169,47,Salvador,178,Scania,2019-03-11,38.56
24168,82,Salvador,213,Volvo,2019-03-11,35.81
24167,81,Salvador,198,Scania,2019-03-11,39.63
24166,81,Salvador,198,Scania,2019-03-11,34.53
24165,81,Salvador,194,Scania,2019-03-11,32.45
24164,48,Salvador,182,Scania,2019-03-11,44.22
24163,82,Salvador,211,Volvo,2019-03-11,34.61
24162,47,Salvador,170,Scania,2019-03-11,44.25
24161,48,Salvador,188,Scania,2019-03-11,41.09
24160,82,Salvador,213,Volvo,2019-03-11,38.11
24159,81,Salvador,194,Scania,2019-03-11,30.75
24158,97,Brasilia,115,Volvo,2019-03-11,36.56
24157,97,Brasilia,115,Volvo,2019-03-11,30.27
24156,43,Brasilia,143,Volvo,2019-03-11,41.96
24155,71,Brasilia,133,Volvo,2019-03-11,41.26
24154,43,Brasilia,148,Scania,2019-03-11,41.72
24153,40,Brasilia,135,Volvo,2019-03-11,43.51
24152,77,Brasilia,150,Scania,2019-03-11,43.83
24151,46,Brasilia,168,Scania,2019-03-11,38.29
24150,43,Brasilia,144,Scania,2019-03-11,33.31
24149,46,Brasilia,169,Volvo,2019-03-11,43.22
24148,43,Brasilia,148,Scania,2019-03-11,42.03
24147,77,Brasilia,150,Scania,2019-03-11,40.37
24146,46,Brasilia,161,Volvo,2019-03-11,44.97
24145,77,Brasilia,152,Scania,2019-03-11,31.09
24144,71,Brasilia,126,Scania,2019-03-11,30.38
24143,97,Brasilia,121,Volvo,2019-03-11,33.80
24142,71,Brasilia,130,Scania,2019-03-11,38.47
24141,97,Brasilia,122,Scania,2019-03-11,30.78
24140,40,Brasilia,134,Scania,2019-03-11,37.68
24139,43,Brasilia,148,Scania,2019-03-11,41.86
24138,40,Brasilia,134,Scania,2019-03-11,42.05
24137,43,Brasilia,145,Volvo,2019-03-11,39.06
24136,77,Brasilia,160,Scania,2019-03-11,41.67
24135,40,Brasilia,136,Scania,2019-03-11,31.57
24134,71,Brasilia,125,Volvo,2019-03-11,34.38
24133,46,Brasilia,169,Volvo,2019-03-11,36.16
24132,40,Brasilia,135,Volvo,2019-03-11,31.27
24131,71,Brasilia,133,Volvo,2019-03-11,31.89
24130,46,Brasilia,161,Volvo,2019-03-11,40.53
24129,71,Brasilia,125,Volvo,2019-03-11,36.56
24128,46,Brasilia,161,Volvo,2019-03-11,30.76
24127,43,Brasilia,143,Volvo,2019-03-11,33.86
24126,97,Brasilia,115,Volvo,2019-03-11,44.68
24125,71,Brasilia,125,Volvo,2019-03-11,31.40
24124,97,Brasilia,115,Volvo,2019-03-11,43.63
24123,43,Brasilia,148,Scania,2019-03-11,44.50
24122,40,Brasilia,134,Scania,2019-03-11,30.34
24121,46,Brasilia,162,Scania,2019-03-11,38.87
24120,40,Brasilia,137,Volvo,2019-03-11,43.47
24119,77,Brasilia,157,Volvo,2019-03-11,39.78
24118,77,Brasilia,150,Scania,2019-03-11,36.16
24117,40,Brasilia,136,Scania,2019-03-11,41.37
24116,71,Brasilia,133,Volvo,2019-03-11,40.45
24115,71,Brasilia,130,Scania,2019-03-11,31.87
24114,40,Brasilia,136,Scania,2019-03-11,31.79
24113,71,Brasilia,133,Volvo,2019-03-11,35.47
24112,71,Brasilia,133,Volvo,2019-03-11,33.95
24111,40,Brasilia,135,Volvo,2019-03-11,38.95
24110,40,Brasilia,134,Scania,2019-03-11,41.58
24109,77,Brasilia,152,Scania,2019-03-11,31.43
24108,40,Brasilia,134,Scania,2019-03-11,41.95
24107,40,Brasilia,137,Volvo,2019-03-11,30.09
24106,43,Brasilia,145,Volvo,2019-03-11,31.05
24105,71,Brasilia,125,Volvo,2019-03-11,43.89
24104,97,Brasilia,120,Scania,2019-03-11,39.03
24103,97,Brasilia,120,Scania,2019-03-11,34.79
24102,43,Brasilia,143,Volvo,2019-03-11,35.46
24101,40,Brasilia,134,Scania,2019-03-11,31.52
24100,77,Brasilia,152,Scania,2019-03-11,36.19
24099,46,Brasilia,168,Scania,2019-03-11,40.76
24098,77,Brasilia,150,Scania,2019-03-11,43.23
24097,71,Brasilia,126,Scania,2019-03-11,43.16
24096,71,Brasilia,133,Volvo,2019-03-11,31.83
24095,40,Brasilia,137,Volvo,2019-03-11,42.43
24094,40,Brasilia,134,Scania,2019-03-11,38.64
24093,77,Brasilia,152,Scania,2019-03-11,36.25
24092,43,Brasilia,145,Volvo,2019-03-11,37.55
24091,40,Brasilia,137,Volvo,2019-03-11,33.45
24090,43,Brasilia,144,Scania,2019-03-11,37.55
24089,77,Brasilia,157,Volvo,2019-03-11,32.86
24088,97,Brasilia,122,Scania,2019-03-11,34.34
24087,43,Brasilia,148,Scania,2019-03-11,37.77
24086,97,Brasilia,122,Scania,2019-03-11,30.17
24085,43,Brasilia,143,Volvo,2019-03-11,37.81
24084,71,Brasilia,125,Volvo,2019-03-11,38.31
24083,97,Brasilia,122,Scania,2019-03-11,32.51
24386,84,Rio de Janeiro,261,Volvo,2019-03-11,41.56
24385,57,Rio de Janeiro,270,Scania,2019-03-11,44.32
24384,86,Rio de Janeiro,252,Scania,2019-03-11,35.72
24383,32,Rio de Janeiro,290,Scania,2019-03-11,39.17
24382,86,Rio de Janeiro,257,Volvo,2019-03-11,37.27
24381,57,Rio de Janeiro,275,Volvo,2019-03-11,34.63
24380,32,Rio de Janeiro,291,Volvo,2019-03-11,43.07
24379,32,Rio de Janeiro,286,Scania,2019-03-11,42.52
24378,44,Rio de Janeiro,298,Scania,2019-03-11,31.92
24377,57,Rio de Janeiro,272,Scania,2019-03-11,33.68
24376,44,Rio de Janeiro,298,Scania,2019-03-11,41.03
24375,86,Rio de Janeiro,257,Volvo,2019-03-11,31.73
24374,57,Rio de Janeiro,270,Scania,2019-03-11,43.71
24373,86,Rio de Janeiro,255,Volvo,2019-03-11,35.74
24372,84,Rio de Janeiro,265,Volvo,2019-03-11,34.57
24371,84,Rio de Janeiro,266,Scania,2019-03-11,40.72
24370,44,Rio de Janeiro,297,Volvo,2019-03-11,41.68
24369,57,Rio de Janeiro,272,Scania,2019-03-11,44.89
24368,84,Rio de Janeiro,266,Scania,2019-03-11,30.92
24367,84,Rio de Janeiro,266,Scania,2019-03-11,41.67
24366,84,Rio de Janeiro,265,Volvo,2019-03-11,35.59
24365,86,Rio de Janeiro,257,Volvo,2019-03-11,43.14
24364,31,Rio de Janeiro,280,Scania,2019-03-11,38.45
24363,44,Rio de Janeiro,299,Volvo,2019-03-11,34.46
24362,86,Rio de Janeiro,252,Scania,2019-03-11,34.59
24361,84,Rio de Janeiro,262,Scania,2019-03-11,30.23
24360,84,Rio de Janeiro,266,Scania,2019-03-11,43.98
24359,84,Rio de Janeiro,266,Scania,2019-03-11,40.71
24358,44,Rio de Janeiro,299,Volvo,2019-03-11,35.32
24357,32,Rio de Janeiro,288,Scania,2019-03-11,42.05
24356,86,Rio de Janeiro,252,Scania,2019-03-11,31.93
24355,32,Rio de Janeiro,288,Scania,2019-03-11,37.11
24354,86,Rio de Janeiro,251,Volvo,2019-03-11,36.25
24353,84,Rio de Janeiro,265,Volvo,2019-03-11,30.40
24352,44,Rio de Janeiro,299,Volvo,2019-03-11,31.91
24351,57,Rio de Janeiro,274,Scania,2019-03-11,42.53
24350,44,Rio de Janeiro,301,Volvo,2019-03-11,40.98
24349,86,Rio de Janeiro,252,Scania,2019-03-11,34.00
24348,31,Rio de Janeiro,276,Scania,2019-03-11,40.66
24347,57,Rio de Janeiro,272,Scania,2019-03-11,38.49
24346,84,Rio de Janeiro,266,Scania,2019-03-11,40.51
24345,84,Rio de Janeiro,261,Volvo,2019-03-11,44.24
24344,32,Rio de Janeiro,286,Scania,2019-03-11,41.16
24343,57,Rio de Janeiro,272,Scania,2019-03-11,38.60
24342,86,Rio de Janeiro,255,Volvo,2019-03-11,33.84
24341,32,Rio de Janeiro,286,Scania,2019-03-11,44.05
24340,57,Rio de Janeiro,275,Volvo,2019-03-11,42.80
24339,31,Rio de Janeiro,283,Volvo,2019-03-11,31.09
24338,57,Rio de Janeiro,270,Scania,2019-03-11,36.47
24337,44,Rio de Janeiro,301,Volvo,2019-03-11,30.34
24336,57,Rio de Janeiro,275,Volvo,2019-03-11,40.20
24335,44,Rio de Janeiro,297,Volvo,2019-03-11,40.07
24334,86,Rio de Janeiro,251,Volvo,2019-03-11,34.25
24333,32,Rio de Janeiro,290,Scania,2019-03-11,36.21
24332,31,Rio de Janeiro,277,Volvo,2019-03-11,34.89
24331,32,Rio de Janeiro,290,Scania,2019-03-11,43.04
24634,44,Rio de Janeiro,297,Volvo,2019-03-12,35.98
24387,77,Brasilia,150,Scania,2019-03-12,35.61
24633,86,Rio de Janeiro,252,Scania,2019-03-12,31.18
24632,84,Rio de Janeiro,262,Scania,2019-03-12,37.45
24631,57,Rio de Janeiro,270,Scania,2019-03-12,42.69
24630,32,Rio de Janeiro,286,Scania,2019-03-12,38.52
24629,84,Rio de Janeiro,265,Volvo,2019-03-12,31.02
24628,44,Rio de Janeiro,299,Volvo,2019-03-12,37.35
24627,57,Rio de Janeiro,272,Scania,2019-03-12,36.75
24626,84,Rio de Janeiro,265,Volvo,2019-03-12,37.82
24625,84,Rio de Janeiro,265,Volvo,2019-03-12,39.43
24624,57,Rio de Janeiro,272,Scania,2019-03-12,40.37
24623,44,Rio de Janeiro,301,Volvo,2019-03-12,38.13
24622,31,Rio de Janeiro,283,Volvo,2019-03-12,31.37
24621,57,Rio de Janeiro,272,Scania,2019-03-12,34.00
24620,84,Rio de Janeiro,266,Scania,2019-03-12,35.69
24619,31,Rio de Janeiro,276,Scania,2019-03-12,35.85
24618,84,Rio de Janeiro,266,Scania,2019-03-12,43.95
24617,57,Rio de Janeiro,270,Scania,2019-03-12,36.95
24616,32,Rio de Janeiro,290,Scania,2019-03-12,44.83
24615,32,Rio de Janeiro,290,Scania,2019-03-12,37.80
24614,83,Sao Paulo,217,Volvo,2019-03-12,41.89
24613,19,Sao Paulo,230,Scania,2019-03-12,40.84
24612,83,Sao Paulo,217,Volvo,2019-03-12,35.24
24611,83,Sao Paulo,229,Volvo,2019-03-12,31.72
24610,19,Sao Paulo,232,Scania,2019-03-12,38.48
24609,19,Sao Paulo,238,Scania,2019-03-12,32.47
24608,19,Sao Paulo,238,Scania,2019-03-12,40.64
24607,19,Sao Paulo,232,Scania,2019-03-12,32.05
24606,21,Sao Paulo,245,Volvo,2019-03-12,41.88
24605,21,Sao Paulo,240,Scania,2019-03-12,30.50
24604,83,Sao Paulo,217,Volvo,2019-03-12,44.91
24603,21,Sao Paulo,246,Scania,2019-03-12,36.21
24602,21,Sao Paulo,244,Scania,2019-03-12,31.79
24601,21,Sao Paulo,245,Volvo,2019-03-12,34.36
24600,21,Sao Paulo,240,Scania,2019-03-12,36.45
24599,83,Sao Paulo,217,Volvo,2019-03-12,38.48
24598,83,Sao Paulo,217,Volvo,2019-03-12,37.84
24597,21,Sao Paulo,245,Volvo,2019-03-12,38.26
24596,19,Sao Paulo,230,Scania,2019-03-12,44.65
24595,19,Sao Paulo,238,Scania,2019-03-12,44.06
24594,21,Sao Paulo,245,Volvo,2019-03-12,40.78
24593,19,Sao Paulo,232,Scania,2019-03-12,34.38
24592,21,Sao Paulo,240,Scania,2019-03-12,31.87
24591,83,Sao Paulo,229,Volvo,2019-03-12,30.65
24590,19,Sao Paulo,232,Scania,2019-03-12,30.90
24589,83,Sao Paulo,217,Volvo,2019-03-12,34.35
24588,19,Sao Paulo,233,Volvo,2019-03-12,32.84
24587,19,Sao Paulo,230,Scania,2019-03-12,32.02
24586,19,Sao Paulo,233,Volvo,2019-03-12,35.00
24585,83,Sao Paulo,229,Volvo,2019-03-12,43.03
24584,21,Sao Paulo,246,Scania,2019-03-12,37.86
24583,83,Sao Paulo,217,Volvo,2019-03-12,45.00
24582,83,Sao Paulo,229,Volvo,2019-03-12,35.12
24581,83,Sao Paulo,229,Volvo,2019-03-12,35.45
24580,83,Sao Paulo,229,Volvo,2019-03-12,35.89
24579,21,Sao Paulo,245,Volvo,2019-03-12,34.94
24578,83,Sao Paulo,217,Volvo,2019-03-12,36.67
24577,83,Sao Paulo,217,Volvo,2019-03-12,44.17
24576,21,Sao Paulo,245,Volvo,2019-03-12,31.76
24575,83,Sao Paulo,217,Volvo,2019-03-12,41.24
24574,83,Sao Paulo,217,Volvo,2019-03-12,35.28
24573,19,Sao Paulo,232,Scania,2019-03-12,30.10
24572,21,Sao Paulo,240,Scania,2019-03-12,38.98
24571,21,Sao Paulo,240,Scania,2019-03-12,41.75
24570,21,Sao Paulo,245,Volvo,2019-03-12,41.08
24569,83,Sao Paulo,229,Volvo,2019-03-12,38.41
24568,19,Sao Paulo,233,Volvo,2019-03-12,39.97
24567,21,Sao Paulo,240,Scania,2019-03-12,44.97
24566,21,Sao Paulo,244,Scania,2019-03-12,40.88
24565,19,Sao Paulo,238,Scania,2019-03-12,40.28
24564,83,Sao Paulo,217,Volvo,2019-03-12,37.00
24563,21,Sao Paulo,240,Scania,2019-03-12,43.67
24562,19,Sao Paulo,230,Scania,2019-03-12,38.73
24561,19,Sao Paulo,233,Volvo,2019-03-12,34.53
24560,21,Sao Paulo,245,Volvo,2019-03-12,41.71
24559,21,Sao Paulo,245,Volvo,2019-03-12,44.75
24558,19,Sao Paulo,233,Volvo,2019-03-12,30.41
24557,21,Sao Paulo,240,Scania,2019-03-12,41.50
24556,19,Sao Paulo,230,Scania,2019-03-12,33.71
24555,21,Sao Paulo,244,Scania,2019-03-12,32.54
24554,83,Sao Paulo,217,Volvo,2019-03-12,44.93
24553,83,Sao Paulo,229,Volvo,2019-03-12,40.78
24552,21,Sao Paulo,240,Scania,2019-03-12,44.24
24551,21,Sao Paulo,244,Scania,2019-03-12,30.06
24550,21,Sao Paulo,240,Scania,2019-03-12,44.42
24549,83,Sao Paulo,229,Volvo,2019-03-12,40.74
24548,83,Sao Paulo,217,Volvo,2019-03-12,33.82
24547,21,Sao Paulo,246,Scania,2019-03-12,39.53
24546,83,Sao Paulo,229,Volvo,2019-03-12,34.75
24545,19,Sao Paulo,238,Scania,2019-03-12,39.55
24544,83,Sao Paulo,229,Volvo,2019-03-12,33.52
24543,19,Sao Paulo,230,Scania,2019-03-12,30.78
24542,21,Sao Paulo,246,Scania,2019-03-12,36.55
24541,21,Sao Paulo,245,Volvo,2019-03-12,33.35
24540,21,Sao Paulo,240,Scania,2019-03-12,39.53
24539,83,Sao Paulo,217,Volvo,2019-03-12,43.53
24538,81,Salvador,194,Scania,2019-03-12,33.43
24537,81,Salvador,194,Scania,2019-03-12,33.08
24536,82,Salvador,213,Volvo,2019-03-12,39.23
24535,82,Salvador,211,Volvo,2019-03-12,35.94
24534,82,Salvador,213,Volvo,2019-03-12,40.23
24533,47,Salvador,170,Scania,2019-03-12,43.59
24532,47,Salvador,178,Scania,2019-03-12,43.27
24531,81,Salvador,194,Scania,2019-03-12,38.49
24530,48,Salvador,184,Scania,2019-03-12,39.86
24529,82,Salvador,211,Volvo,2019-03-12,39.64
24528,48,Salvador,182,Scania,2019-03-12,42.32
24527,82,Salvador,213,Volvo,2019-03-12,38.75
24526,81,Salvador,192,Scania,2019-03-12,37.36
24525,48,Salvador,189,Volvo,2019-03-12,42.81
24524,81,Salvador,192,Scania,2019-03-12,43.04
24523,82,Salvador,213,Volvo,2019-03-12,34.68
24522,47,Salvador,178,Scania,2019-03-12,37.77
24521,82,Salvador,213,Volvo,2019-03-12,33.95
24520,81,Salvador,192,Scania,2019-03-12,34.21
24519,81,Salvador,198,Scania,2019-03-12,34.06
24518,81,Salvador,191,Volvo,2019-03-12,31.27
24517,47,Salvador,178,Scania,2019-03-12,39.15
24516,81,Salvador,198,Scania,2019-03-12,37.39
24515,48,Salvador,182,Scania,2019-03-12,34.46
24514,82,Salvador,213,Volvo,2019-03-12,38.83
24513,48,Salvador,182,Scania,2019-03-12,38.41
24512,81,Salvador,198,Scania,2019-03-12,32.87
24511,81,Salvador,198,Scania,2019-03-12,32.62
24510,48,Salvador,188,Scania,2019-03-12,37.63
24509,82,Salvador,213,Volvo,2019-03-12,40.70
24508,48,Salvador,189,Volvo,2019-03-12,43.30
24507,82,Salvador,211,Volvo,2019-03-12,31.65
24506,47,Salvador,178,Scania,2019-03-12,36.58
24505,82,Salvador,213,Volvo,2019-03-12,30.73
24504,47,Salvador,179,Volvo,2019-03-12,33.03
24503,81,Salvador,191,Volvo,2019-03-12,34.38
24502,47,Salvador,178,Scania,2019-03-12,43.61
24501,48,Salvador,182,Scania,2019-03-12,39.35
24500,47,Salvador,179,Volvo,2019-03-12,31.75
24499,82,Salvador,211,Volvo,2019-03-12,32.29
24498,81,Salvador,198,Scania,2019-03-12,41.09
24497,48,Salvador,182,Scania,2019-03-12,43.50
24496,48,Salvador,182,Scania,2019-03-12,34.48
24495,47,Salvador,170,Scania,2019-03-12,30.26
24494,48,Salvador,184,Scania,2019-03-12,37.05
24493,47,Salvador,170,Scania,2019-03-12,32.36
24492,81,Salvador,191,Volvo,2019-03-12,36.35
24491,82,Salvador,211,Volvo,2019-03-12,32.05
24490,47,Salvador,178,Scania,2019-03-12,35.48
24489,48,Salvador,188,Scania,2019-03-12,44.02
24488,48,Salvador,184,Scania,2019-03-12,37.38
24487,48,Salvador,189,Volvo,2019-03-12,43.91
24486,48,Salvador,184,Scania,2019-03-12,41.53
24485,81,Salvador,191,Volvo,2019-03-12,34.70
24484,82,Salvador,211,Volvo,2019-03-12,37.08
24483,47,Salvador,178,Scania,2019-03-12,35.88
24482,81,Salvador,192,Scania,2019-03-12,39.42
24481,82,Salvador,213,Volvo,2019-03-12,30.78
24480,81,Salvador,194,Scania,2019-03-12,36.46
24479,48,Salvador,182,Scania,2019-03-12,30.93
24478,47,Salvador,170,Scania,2019-03-12,31.64
24477,48,Salvador,188,Scania,2019-03-12,35.94
24476,48,Salvador,182,Scania,2019-03-12,39.87
24475,47,Salvador,178,Scania,2019-03-12,35.90
24474,81,Salvador,194,Scania,2019-03-12,34.64
24473,82,Salvador,213,Volvo,2019-03-12,37.93
24472,82,Salvador,213,Volvo,2019-03-12,40.92
24471,47,Salvador,178,Scania,2019-03-12,36.02
24470,48,Salvador,188,Scania,2019-03-12,42.15
24469,82,Salvador,211,Volvo,2019-03-12,39.32
24468,48,Salvador,182,Scania,2019-03-12,43.70
24467,82,Salvador,211,Volvo,2019-03-12,39.61
24466,82,Salvador,211,Volvo,2019-03-12,32.28
24465,48,Salvador,188,Scania,2019-03-12,34.90
24464,48,Salvador,188,Scania,2019-03-12,32.81
24463,48,Salvador,184,Scania,2019-03-12,30.01
24462,71,Brasilia,133,Volvo,2019-03-12,31.69
24461,46,Brasilia,169,Volvo,2019-03-12,39.35
24460,71,Brasilia,125,Volvo,2019-03-12,44.28
24459,97,Brasilia,122,Scania,2019-03-12,33.45
24458,97,Brasilia,115,Volvo,2019-03-12,41.40
24457,43,Brasilia,143,Volvo,2019-03-12,32.33
24456,40,Brasilia,136,Scania,2019-03-12,38.29
24455,43,Brasilia,144,Scania,2019-03-12,34.08
24454,40,Brasilia,136,Scania,2019-03-12,43.66
24453,40,Brasilia,136,Scania,2019-03-12,35.39
24452,43,Brasilia,144,Scania,2019-03-12,39.08
24451,71,Brasilia,126,Scania,2019-03-12,38.49
24450,40,Brasilia,136,Scania,2019-03-12,38.23
24449,46,Brasilia,169,Volvo,2019-03-12,33.80
24448,97,Brasilia,121,Volvo,2019-03-12,36.78
24447,97,Brasilia,120,Scania,2019-03-12,36.02
24446,77,Brasilia,150,Scania,2019-03-12,31.61
24445,77,Brasilia,157,Volvo,2019-03-12,37.84
24444,40,Brasilia,134,Scania,2019-03-12,30.40
24443,46,Brasilia,161,Volvo,2019-03-12,42.67
24442,43,Brasilia,143,Volvo,2019-03-12,35.80
24441,46,Brasilia,169,Volvo,2019-03-12,33.92
24440,43,Brasilia,148,Scania,2019-03-12,38.06
